RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_grupo|cod_rural_rbd|cod_depe2
170|ESCUELA NAMA|1|14|1402|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|CAMIÑA|4b|75.018709791|74.607091638|75.430327943|81.331660831|82.54123542|78.819550157|82.634196917|85.438240054|91.562623465|80.670280375|84.081816323|96.459975446|95.148214023|95.382809293|98.848903022|1|2|1
171|ESCUELA APAMILCA|1|14|1402|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|CAMIÑA|4b|78.666586479|76.593835418|80.73933754|91.012513865|93.329984837|85.058164246|94.649392512|82.888710289|98.389455297|88.775644062|61.501031509|87.000295169|91.51493532|80.879527535|88.606422652|3|2|1
173|ESCUELA MOQUELLA|1|14|1402|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|CAMIÑA|4b|80.429736503|76.570230541|84.289242465|72.23164388|83.944959202|65.445383466|67.304588972|87.394513934|99.194727649|80.625474605|82.363339548|77.287315276|70.50807866|71.912121059|89.441746109|1|2|1
174|ESCUELA FRANCIA|1|14|1402|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|CAMIÑA|4b|57.576816633|59.865846212|55.287787055|68.566834463|69.070611633|66.350099697|70.279792059|67.300348409|71.368722809|66.14424993|64.38807249|65.052034329|73.309898272|58.960416802|62.885787913|2|2|1
177|ESCUELA BASICA CARIQUIMA|1|14|1403|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|COLCHANE|4b|76.44101481|77.420006098|75.462023523|78.603466582|88.055541536|77.983650097|69.771208115|61.363149226|69.145904587|59.640244441|55.303298651|67.776064682|69.112516949|57.126983071|77.088694026|3|2|1
178|LICEO TECNICO PROFESIONAL COLCHANE|1|14|1403|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|COLCHANE|4b|70.933819041|68.20773466|73.659903421|65.431234035|67.513480824|62.903924421|65.876296859|64.445074111|76.565725568|67.808435774|48.961060991|71.004390893|69.669719244|60.019820942|83.323632493|1|2|1
187|ESCUELA VERTIENTE DEL SABER|1|14|1405|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|PICA|4b|66.937562021|66.196704767|67.678419275|65.209358773|69.816311177|58.358745023|67.453020118|60.758422064|67.014981903|58.347012965|56.913271325|70.632434504|71.706721689|68.427967422|71.762614401|3|1|1
188|ESC. MATILLA DE NUEVA EXTREMADURA|1|14|1405|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|PICA|4b|79.711420721|79.529423706|79.893417736|77.411275855|80.357851879|72.069351816|79.80662387|79.557067334|83.85883752|79.663502882|75.1488616|89.541986139|83.813839604|91.130337623|93.681781191|2|2|1
192|ESCUELA BASICA MAMINA|1|14|1401|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|POZO ALMONTE|4b|83.610527235|77.876367045|89.344687424|85.773217084|92.755330234|75.946815988|88.617505029|72.466205022|80.319099533|76.087153148|60.992362384|90.048795832|87.835755503|92.854312625|89.456319368|3|2|1
193|ESCUELA BASICA POZO ALMONTE|1|14|1401|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|POZO ALMONTE|4b|78.016752057|75.383768317|80.649735796|77.480913221|83.352008806|70.612344084|78.478386774|74.508884192|83.343870179|75.131095173|65.051687225|82.592887132|76.533537094|83.581633811|87.663490491|2|2|1
195|ESCUELA BASICA LA TIRANA|1|14|1401|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|POZO ALMONTE|4b|70.429724597|68.828815198|72.030633997|73.617122402|80.257711032|69.548589629|71.045066545|56.499097308|65.685055156|55.068684402|48.743552366|73.749789775|79.277296433|73.466622681|68.505450212|2|2|1
198|ESCUELA BASICA LA HUAYCA|1|14|1401|REGIÓN DE TARAPACÁ|TAMARUGAL|11|IQUIQUE|POZO ALMONTE|4b|73.840952078|72.477407218|75.204496938|73.544461266|78.498314191|71.231793775|70.903275831|70.415762907|79.210404933|62.670138585|69.366745201|82.25934028|79.641851139|78.833040204|88.303129498|1|2|1
201|ESCUELA CARLOS CONDELL DE LA HAZA|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|75.085247918|72.480891591|77.689604244|77.717549849|84.774150596|69.942772489|78.435726462|76.276319777|85.438162165|75.573985617|67.81681155|80.770858983|82.467659396|80.434994939|79.409922615|2|1|1
203|ESCUELA PABLO NERUDA|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|71.234888869|69.831077009|72.638700729|70.247866946|78.107379377|63.832806147|68.803415315|67.534216733|76.11248425|63.462717701|63.027448249|77.912958308|75.576622458|79.043905297|79.118347168|2|1|1
204|ESCUELA L.GRAL.BERNARDO O´HIGGINS R.|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|74.502223711|70.530665647|78.473781774|75.526340606|83.40313599|67.534174917|75.641710912|64.231707838|73.813500992|58.20786258|60.673759942|80.589553494|82.550245376|82.739933451|76.478481655|2|1|1
205|ESCUELA ARTURO PRAT CHACON|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|75.077877947|71.841937354|78.31381854|75.199463323|82.020568478|67.220819508|76.357001983|67.480873661|78.619439638|64.925225268|58.897956076|78.01494197|74.823979075|80.589137703|78.631709132|2|1|1
206|ESCUELA ESTADOS UNIDOS DE NORTEAMERICA|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|74.792782657|71.333896178|78.251669137|75.98502844|82.024933807|68.73264312|77.197508392|73.495281845|81.601178554|76.320926256|62.563740725|77.713046359|81.836067978|81.755400403|69.547670695|2|1|1
208|COLEGIO SAGRADA FAMILIA|2|23|2301|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|TOCOPILLA|4b|73.089816986|69.960054583|76.219579389|70.660970001|75.778034486|64.698931909|71.505943608|73.425002566|78.218736903|75.189602611|66.866668182|78.266892267|75.898529787|78.967587176|79.934559838|4|1|2
210|ESCUELA ARTURO PEREZ CANTO|2|23|2302|REGIÓN DE ANTOFAGASTA|TOCOPILLA|21|ANTOFAGASTA - TOCOPILLA|MARÍA ELENA|4b|76.665405867|74.19295431|79.137857424|71.149489967|76.775572928|66.00653477|70.666362203|65.430996135|71.267070357|65.464400285|59.561517763|78.640025426|71.902603704|80.073046724|83.94442585|3|1|1
223|ESCUELA CLAUDIO ARRAU|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|70.61793711|68.567871875|72.668002344|70.852029904|78.269316196|64.540845265|69.745928251|61.695229779|69.566399894|60.327690857|55.191598586|73.171626346|72.70377845|73.694286627|73.11681396|3|1|1
224|ESCUELA GRECIA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.284502621|71.544044023|79.024961219|78.272019863|87.269897239|69.65255639|77.893605959|67.726235525|73.07274786|68.994354704|61.111604011|81.638130531|84.182256452|82.226099369|78.506035772|2|1|1
225|ESCUELA REPUBLICA DE BOLIVIA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|86.339775148|85.5384279|87.141122396|81.783944452|89.746629693|78.661576576|76.943627088|86.43788898|91.839376624|87.598836975|79.87545334|90.693290434|85.471166426|92.021243885|94.587460991|3|1|1
226|ESCUELA BASICA EMILIO SOTOMAYOR|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|80.356638587|77.589838811|83.123438363|79.863780005|85.723170536|73.824809936|80.043359542|75.931398286|85.714612664|73.908801357|68.170780836|84.883043712|82.279132669|86.678743924|85.691254543|3|1|1
227|ESCUELA BASICA PRESIDENTE BALMACEDA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.345166804|72.547868648|78.14246496|75.114976723|81.378883164|70.144683394|73.821363609|72.192853654|81.39487533|68.628926067|66.554759565|79.630905793|76.886829896|80.629348516|81.376538967|3|1|1
228|ESCUELA BASICA VADO DE TOPATER|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|66.180858819|61.559941807|70.801775831|74.289308874|81.087993585|66.449924066|75.330008972|62.240400004|70.848710489|61.896487826|53.976001697|73.741536827|77.488708378|71.357817033|72.37808507|3|1|1
229|ESCUELA REPUBLICA DE CHILE|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|71.015388049|68.329402856|73.701373243|74.420458345|81.080096143|68.718572813|73.46270608|65.179768079|73.433155981|62.481789637|59.624358619|76.263445785|74.660613043|77.013424253|77.11630006|3|1|1
230|ESCUELA BASICA ANDRES BELLO|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|82.140593766|79.919678096|84.361509437|81.888744571|88.533939241|74.718419542|82.41387493|79.661514097|87.127306097|78.661463971|73.195772223|87.087401485|83.714314779|87.700124499|89.847765177|3|1|1
231|ESCUELA BASICA JOHN FITZGERALD KENNEDY|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.321779163|73.292122147|77.351436179|75.327169338|82.974560735|67.441459387|75.565487891|68.383043448|76.612616809|64.678079937|63.858433597|77.171701378|74.56640198|80.528218831|76.420483325|3|1|1
232|ESCUELA BASICA PEDRO VERGARA KELLER|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.863801423|72.633287899|79.094314947|73.170126092|79.882889904|67.120952024|72.506536348|69.915538949|80.201355173|66.291190111|63.254071562|79.158378152|78.708155301|83.096697668|75.670281485|2|1|1
239|ESCUELA BASICA 21 DE MAYO|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|77.419061064|75.782057254|79.056064874|76.867392193|82.277758968|69.580027049|78.744390561|72.499783768|81.293747003|69.963232089|66.242372211|83.132986498|78.366679972|85.476053922|85.5562256|2|1|1
240|ESCUELA BASICA REPUBLICA DE FRANCIA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|75.54137342|73.196010231|77.88673661|80.291563625|87.094308163|72.62241413|81.157968581|71.173971592|84.307665677|68.60065863|60.61359047|80.467029539|79.941776688|81.424984872|80.034327057|3|1|1
243|ESCUELA BASICA PUKARA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|63.681622149|62.265675331|65.097568967|75.853694352|71.660241261|80.200816157|75.700025637|81.042979313|100|83.896295773|59.232642167|||64.679635458||2|2|1
248|ESCUELA BASICA SAN JOSE|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b||||||||||||||||3|2|1
252|ESCUELA BASICA SAN FRANCISCO|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|83.803169945|82.490371056|85.115968835|86.389677338|90.498894899|81.188390613|87.481746501|82.01673587|94.953272021|77.659260257|73.437675333|91.669185986|94.514545511|90.251931313|90.241081135|3|2|1
253|COLEGIO ADVENTISTA DE CALAMA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|77.165845374|74.056698971|80.274991777|79.540441538|85.671515594|70.481856104|82.467952917|75.381697838|80.750869225|79.064338516|66.329885775|83.263509007|75.376047353|85.250648339|89.163831328|4|1|2
254|FUNDACION EDUC.COLEGIO NUESTRA SRA.DE A|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|76.937031504|74.910995637|78.96306737|77.113183705|83.872347971|69.591917978|77.875285168|74.930736764|84.230296396|72.947727409|67.614186488|82.596011288|80.073665909|82.189522613|85.524845342|4|1|2
255|COLEGIO EJERCITO DE SALVACION|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|72.368904505|69.349991819|75.38781719|76.53468423|83.283281511|67.040450051|79.280321128|70.558415059|75.730329038|74.183634402|61.761281738|80.97148639|78.532330234|80.089058964|84.293069972|3|1|2
256|INSTITUTO OBISPO SILVA LEZAETA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|72.941659905|71.478527782|74.404792029|75.421852886|82.185061639|67.058792051|77.021704967|70.800835304|74.866204316|73.346409744|64.189891853|79.393672952|75.013280604|79.860537295|83.307200957|4|1|2
257|COLEGIO CHUQUICAMATA|2|22|2201|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|CALAMA|4b|76.239666243|74.087551702|78.391780784|75.185657343|82.791682337|66.94886527|75.816424422|75.762609969|86.398566619|74.316507783|66.572755505|80.04218693|78.275264453|80.651565343|81.199730995|5|1|3
268|ESC. BASICA RURAL SAN ANTONIO DE PADUA|2|22|2202|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|OLLAGÜE|4b|62.370999345|56.437893579|68.304105111|67.802664024|78.971657781|60.877313638|63.559020654|66.660290964|67.501276076|73.689939773|58.789657043|69.414521817|82.45161187|64.953282284|60.838671297|2|2|1
269|ESCUELA BASICA SAN PEDRO DE ATACAMA|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|76.045097934|72.832286676|79.257909191|71.958540019|77.246157063|68.252397588|70.377065405|71.516764683|83.33964473|72.156821413|59.053827907|80.286737904|75.453734208|80.749501879|84.656977626|3|2|1
270|COMPLEJO EDUCACIONAL TOCONAO|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|75.686475728|73.21680366|78.156147796|69.22369048|75.786725318|65.63613649|66.248209631|67.685941501|78.099304944|60.228933908|64.729585652|81.933829769|80.928236579|80.121957902|84.751294825|3|2|1
271|ESCUELA BASICA CAMAR|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|76.965339988|75.917162289|78.013517687|67.992354414|63.876195682|65.19108485|74.909782709|65.345090062|82.971063007|56.168693427|56.895513754|93.538282912|83.425970393|97.188878343|100|3|2|1
273|ESCUELA BASICA SOLOR|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|74.603599123|77.437709755|71.76948849|81.635645279|89.788168315|73.543205028|81.575562494|62.432949259|69.533934126|64.12763186|53.63728179|75.214004316|80.3879399|71.591954273|73.662118775|4|2|1
274|ESCUELA BASICA SAN ROQUE|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|71.60725744|74.107455084|69.107059797|88.847464478|95.00962148|78.610838511|92.921933445|86.555005979|94.029566231|85.849827319|79.785624387|93.326140818|96.164943958|89.061567621|94.751910874|4|2|1
277|ESCUELA BASICA SAN BARTOLOME|2|22|2203|REGIÓN DE ANTOFAGASTA|EL LOA|22|EL LOA|SAN PEDRO DE ATACAMA|4b|72.097845069|71.313686802|72.882003337|75.447569037|87.186696479|70.719634575|68.436376058|83.600479576|89.460528864|90.202660605|71.138249259|82.715751967|73.642724964|89.964602146|84.53992879|2|2|1
284|LICEO DE HOMBRES DE ANTOFAGASTA MARIO B|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.524369816|68.803033979|74.245705653|74.189027472|81.147251275|66.228607135|75.191224005|61.272432381|73.891818854|57.234443112|52.691035178|73.952086883|73.221512199|72.883442905|75.751305544|3|1|1
285|LICEO MARTA NAREA DIAZ|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|72.847679091|69.810521085|75.884837096|76.465285149|82.008902889|70.764895389|76.622057167|64.464778777|76.16365742|60.599669345|56.631009566|76.622020832|72.043288747|79.330148155|78.492625594|3|1|1
288|ESCUELA JAPON|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|73.582631273|71.294805546|75.870457|77.957068917|83.649107435|71.638788394|78.583310922|67.59795626|75.977813449|69.556265319|57.259790012|79.732861024|75.638538328|80.027680678|83.532364066|3|1|1
289|ESCUELA ESPANA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|68.390068872|65.877196341|70.902941403|71.1808979|79.807837129|63.33280419|70.40205238|59.782010458|68.518355497|56.649317183|54.178358694|77.351814558|75.215613722|79.337501945|77.502328006|2|1|1
291|ESCUELA PADRE GUSTAVO LE PAIGE WALQUE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|72.697587624|70.299569172|75.095606076|71.623765634|77.44523333|67.087069282|70.338994291|65.174321535|72.998087722|65.124036662|57.400840219|74.751319627|71.687742304|77.188841025|75.377375552|3|1|1
292|ESCUELA REPUBLICA DE ITALIA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|69.982836767|67.03512807|72.930545464|68.294121381|74.876854528|65.216425067|64.789084549|63.378282196|78.560632499|57.701723095|53.872490996|73.354100974|74.590699747|71.851198281|73.620404895|3|1|1
293|ESCUELA JOSE PAPIC RADNIC|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|76.339092216|73.087066328|79.591118104|74.803473436|81.900476974|69.466679247|73.043264087|68.909450863|78.804541757|66.45785656|61.465954273|79.51989828|78.190921117|82.762039388|77.606734333|2|1|1
294|ESCUELA PROFESORA LJUBICA DOMIC WUTH|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|72.750007989|70.164491289|75.335524688|71.132388577|79.646279236|65.814327373|67.936559124|64.468992818|71.255844912|62.338562779|59.812570763|74.840465184|72.076641603|77.703829907|74.740924041|3|1|1
296|ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|84.669513275|82.905808068|86.433218482|79.053377492|85.837350861|74.049936498|77.272845116|76.564575139|83.171526525|74.773366551|71.748832342|87.288665694|83.46622682|87.604321368|90.795448894|3|1|1
297|ESCUELA ALCALDE MAXIMILIANO POBLETE|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|78.01310171|76.087359976|79.938843445|76.805888754|81.972420346|69.692943555|78.75230236|65.951022048|64.679454515|70.673140321|62.500471307|78.695307662|75.231310896|80.158744272|80.695867819|3|1|1
298|ESCUELA DARIO SALAS DIAZ|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|70.701803518|68.690341759|72.713265278|70.501784078|76.030290566|64.331708433|71.143353235|67.789444118|75.608013776|67.045627521|60.714691056|72.809953623|76.145824766|69.539892029|72.744144075|3|1|1
301|ESCUELA ROMULO J. PENA MATURANA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.196587904|68.928886269|73.46428954|73.935145812|80.191532771|67.595371764|74.018532901|69.166510702|75.741209434|67.774274617|63.984048055|78.563231926|82.864895733|76.699531668|76.125268377|2|1|1
302|ESCUELA JUAN LOPEZ|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|72.387222555|70.881293976|73.893151133|70.172196145|78.734138895|60.800873742|70.981575798|61.798184737|71.477551709|60.913499585|53.003502919|70.826275954|70.548755604|68.3964744|73.533597857|2|1|1
303|ESCUELA REPUBLICA ARGENTINA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|73.916252685|72.707700176|75.124805195|76.831273661|82.073410635|71.530987265|76.889423084|66.631133354|78.88571666|62.145078773|58.862604628|79.180857626|76.154234582|81.617904856|79.77043344|3|1|1
304|LICEO BICENTENARIO ANDRES SABELLA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|70.189398623|68.977814206|71.400983039|71.634074762|74.610488724|67.816955522|72.47478004|65.919185664|71.608074954|64.023099687|62.126382351|74.414890948|70.978197908|75.051323465|77.215151472|4|1|1
305|ESCUELA HUMBERTO GONZALEZ ECHEGOYEN|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|73.556848931|71.14997766|75.963720202|71.656128311|78.551266897|65.875260567|70.541857469|64.359446563|71.729736678|66.409718725|54.938884285|75.369934097|74.833276794|76.214651672|75.061873827|3|1|1
306|ESCUELA HUANCHACA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|72.133231138|68.801409028|75.465053247|78.488866658|87.090553311|70.064822934|78.311223727|67.841397209|65.944471333|75.252288315|62.32743198|79.731818448|79.439744535|80.979386558|78.776324251|3|1|1
310|ESCUELA CLAUDIO MATTE PEREZ|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|75.590500259|74.025031121|77.155969398|71.593208881|79.434840273|64.28747513|71.05731124|66.614673824|72.082173438|69.160088768|58.601759265|77.855326586|78.543352492|78.1207804|76.901846867|3|1|1
312|ESCUELA ECUADOR|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|75.434474693|72.776895676|78.09205371|74.792765763|82.240389541|68.28582619|73.852081559|66.457730437|76.359379184|65.01547893|57.998333197|80.916537876|79.756527242|83.001275031|79.991811354|3|1|1
313|ESCUELA ARTURO PRAT|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|76.434579323|73.769566259|79.099592388|78.998824937|84.582883565|72.525863444|79.887727802|68.320929864|74.375266207|68.258452732|62.329070654|77.911252893|71.698829536|82.435649364|79.59927978|3|1|1
315|ESCUELA HEROES DE LA CONCEPCION|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|82.490093349|79.998705798|84.9814809|82.722444191|88.834848238|75.997394497|83.335089838|75.528307724|82.902834102|71.542323294|72.139765776|86.162519454|87.451683755|84.507705829|86.528168778|3|1|1
316|ESCUELA LAS AMERICAS PROFESOR JUSTO VAL|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|68.949588415|66.270783008|71.628393823|74.571349496|79.883750985|68.622647383|75.207650122|66.003918401|74.627242498|64.210904912|59.173607792|76.566301084|76.871214758|77.662858955|75.164829539|3|1|1
317|ESCUELA LAS ROCAS|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|71.309623285|67.640164288|74.979082282|64.10433171|70.625648072|61.571503458|60.115843601|65.945226573|73.880110154|64.564693681|59.390875885|75.470250222|71.099928861|77.568633406|77.742188398|3|1|1
318|ESCUELA EDDA CUNEO DONNAGIO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|75.816917106|74.238380328|77.395453884|80.745792919|86.305336726|73.044025588|82.888016443|75.649525422|82.685962159|78.50703949|65.755574618|83.500369164|81.393760619|82.164654109|86.942692765|4|1|1
319|ESCUELA LA BANDERA|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|75.16627223|72.784563167|77.547981294|76.798055111|82.848635118|70.633859596|76.911670618|68.819685305|75.432778344|69.786729029|61.23954854|78.903562262|74.4146199|84.346697362|77.949369524|2|1|1
320|LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO|2|21|2101|REGIÓN DE ANTOFAGASTA|ANTOFAGASTA|21|ANTOFAGASTA - TOCOPILLA|ANTOFAGASTA|4b|74.824561018|71.580185998|78.068936039|69.813876264|77.142400132|63.354842376|68.944386283|63.523222916|67.114002784|63.548821913|59.906844052|74.994157156|72.688347103|76.251253621|76.042870744|3|1|1
