RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_grupo|cod_rural_rbd|cod_depe2
5638|ESCUELA COLPANAO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|78.810901574|75.743185606|81.878617543|73.039276551|74.214745597|71.886778143|73.016305913|74.038284374|86.212554222|63.991116978|71.911181924|84.95368817|81.964417021|81.031553549|91.865093938|1|2|1
5639|ESCUELA LIRCAY|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|43.637445522|47.882437199|39.392453844|61.128070233|69.027913058|58.04566051|56.310637132|41.387129192|45.620007684|41.648935789|36.892444102|53.705528182|63.481813103|43.389912424|54.244859019|2|2|1
5640|ESCUELA MOLLULCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|64.766517931|65.817691316|63.715344547|72.448498377|75.632973505|71.366457681|70.346063946|72.010559749|75.445489821|75.017340842|65.568848582|78.453166014|78.252536658|73.852858949|83.254102434|1|2|1
5644|ESCUELA TROMEN ALTO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|81.422125766|74.038388964|88.805862569|82.269724058|85.626233062|79.974751106|81.208188007|82.413697965|90.292003849|88.642890513|68.306199535|84.800832115|67.465570787|95.382809293|91.554116264|1|2|1
5645|ESCUELA BOYECO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|78.160393582|78.887768148|77.433019015|80.65822325|82.723508803|75.629725177|83.621435768|76.938820873|87.656592333|78.823009382|64.336860903|84.077276812|80.041721177|85.146624888|87.043484372|2|2|1
5646|ESCUELA CHOMIO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|79.219673898|73.642976058|84.796371739|75.44662313|77.356531476|72.945562527|76.037775388|74.823461325|73.843374771|80.865832666|69.761176537|83.920231464|85.769798395|82.393706637|83.597189362|1|2|1
5647|ESCUELA COLLIMALLIN|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|79.612765381|80.910905068|78.314625694|93.019145193|100|87.914744616|91.142690963|81.173774519|90.057932469|79.291457497|74.171933591|71.420734785|96.091550916|59.04251085|59.128142589|1|2|1
5648|ESCUELA CHAPOD|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|75.497317442|75.615019869|75.379615016|73.704035956|80.940329439|67.167463005|73.004315425|77.168385373|77.141233424|78.716390382|75.647532315|83.615834796|86.431968484|90.292978337|74.122557566|1|2|1
5649|ESCUELA FUNDO MAQUEHUE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|81.786503269|82.473697771|81.099308766|82.862055888|88.851877498|77.438573354|82.295716812|89.65717856|95.957464302|94.462476977|78.551594399|88.917877526|84.34268769|88.012387649|94.398557239|2|2|1
5651|ESCUELA PARTICULAR COLLIN|9|91|9108|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|LAUTARO|4b|89.131561008|87.016699812|91.246422205|91.430704227|96.172155796|83.238305148|94.881651735|88.586749905|96.573600959|95.725018899|73.461629858|92.128187605|88.664917023|97.188878343|90.530767449|2|2|2
5652|COLEGIO PROVIDENCIA DE TEMUCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|73.985122337|70.917729593|77.052515082|78.172962721|84.799960044|69.898215924|79.820712196|77.921331244|84.315431355|81.849670256|67.59889212|83.477967061|85.575966981|81.273400359|83.584533845|3|1|2
5654|INSTITUTO CLARET|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|74.61983072|72.289026792|76.950634647|73.87193384|80.84884619|67.013430374|73.753524955|66.743262078|72.912506292|68.987076723|58.33020322|75.163113779|73.169734011|74.942524647|77.37708268|3|1|2
5659|ESCUELA Y LICEO MONTESSORI|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|74.385332007|72.492506338|76.278157676|77.741139832|82.259601062|69.989821636|80.973996797|75.565363257|85.199678067|77.430066848|64.066344855|74.017152506|72.387869972|78.327636085|71.335951461|4|1|2
5661|LICEO ADVENTISTA DE TEMUCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|71.156041084|68.641394521|73.670687648|72.683976191|79.669922668|66.385987053|71.996018853|69.571222296|74.69122942|73.133733713|60.888703756|72.477102169|68.948434132|72.845213299|75.637659077|3|1|2
5664|LICEO AUGUSTO WINTER|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|78.089915457|72.993810728|83.186020185|82.721741755|87.734112418|75.610049889|84.821062958|77.489493797|82.451750312|83.049562832|66.967168246|82.855191202|80.347424053|84.268033117|83.950116436|3|1|2
5667|ESC.PARTIC. MONS.GUIDO DE RAMBERGA|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|75.611908061|73.65258908|77.571227042|67.816353198|76.363805751|62.348942007|64.736311835|64.752346077|64.50042032|67.615006416|62.141611496|75.394072242|76.124942801|74.017562221|76.039711703|2|1|2
5668|ESCUELA BASICA VISTA VERDE|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|69.745142503|66.497704993|72.992580012|72.735205857|78.918979304|65.201880924|74.084757344|65.369270097|71.765390735|72.888083705|51.454335852|75.438699268|74.224776372|74.068300777|78.023020654|2|1|2
5669|COLEGIO MADRE ADMIRABLE DE SCHOENSTATT|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|72.917139074|69.745767221|76.088510927|80.690410297|87.482087706|71.965427006|82.623716178|70.018905486|71.593673465|78.270211346|60.192831647|78.147419458|71.70084781|77.596135421|85.145275144|3|1|2
5670|COLEGIO SAN FRANCISCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|72.411722812|71.223657944|73.599787681|70.866978322|79.030229668|64.169519776|69.401185521|66.463585503|70.291120392|68.286558352|60.813077766|71.087271679|71.944066112|71.53513998|69.782608944|4|1|2
5675|ESCUELA PARTICULAR ARTURO ARRIAGADA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|66.631555669|63.499248696|69.763862642|77.155637312|84.480285069|71.710475914|75.276150954|69.455149922|77.274823633|69.410109273|61.680516861|74.364506878|81.631247091|69.477576467|71.984697074|1|1|2
5678|ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|73.630247452|71.331140824|75.92935408|76.119901933|83.858171559|69.477207093|75.024327146|72.351079704|74.351048709|72.21597826|70.486212143|81.093999151|80.462660477|79.949031974|82.870305001|3|1|2
5680|ESC.PART.SAN FRANCISCO DE ASIS DE TEMUC|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|72.457798488|71.525451866|73.390145109|78.963480299|84.056230301|72.174047057|80.66016354|71.1768328|74.934507154|75.967413541|62.628577704|75.941928997|68.581559852|76.166395565|83.077831572|3|1|2
5682|ESCUELA PARTICULAR FRANCIA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|76.147099079|74.484917077|77.80928108|80.59960657|86.739385463|71.417650564|83.641783683|75.414275374|77.284648477|80.105456499|68.852721146|83.95120187|77.615586993|87.170364004|87.067654612|3|1|2
5683|ESCUELA PARTICULAR PADRE VENANCIO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|73.076946398|67.497152939|78.656739858|71.420586857|77.648337554|68.585752386|68.027670631|72.49424213|79.816222738|72.898729626|64.767774025|79.347116531|70.919254975|79.408009272|87.714085347|1|1|2
5684|ESCUELA PART. WENCESLAO VALDIVIA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|81.416534285|80.070496526|82.762572043|88.859727702|94.036992558|81.753854135|90.788336412|78.126524814|83.22380455|74.856198391|76.299571502|88.354548521|95.561838409|78.47925395|91.022553203|1|1|2
5686|ESCUELA PARTICULAR EL ROBLE|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|69.011836031|64.611956351|73.411715712|71.179925273|76.841766635|67.852684835|68.845324348|64.516176297|71.112959215|69.358893197|53.076676478|71.880269833|63.420185734|77.431577532|74.789046232|1|1|2
5690|ESCUELA PARTICULAR LA ESPIGA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|61.158370027|58.87120922|63.445530835|67.508752042|75.686159213|58.446384806|68.393712105|65.681872568|79.744199728|57.8926384|59.408779576|71.185449236|78.181931129|69.646855883|65.727560697|1|1|2
5693|ESCUELA PARTICULAR ESTRELLA DE BELEN|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|56.614123292|57.73443826|55.493808323|71.057398075|75.480492043|64.546766777|73.144935405|57.406941017|60.420266535|55.514529193|56.286027325|64.592201087|73.945028473|58.923930559|60.907644229|2|1|2
5694|ESCUELA PARTICULAR ALIANZA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|76.345153845|75.770287501|76.920020188|74.380360575|75.461107356|69.643144519|78.03682985|69.993786722|84.589994197|62.194770708|63.19659526|77.16793759|74.757385151|72.870797105|83.875630514|2|1|2
5695|ESCUELA PARTICULAR SAN RAFAEL ARCANGEL|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|71.54353683|69.391550444|73.695523215|69.974271368|77.034227037|67.714651529|65.173935537|67.262113994|69.889419702|68.156371694|63.740550587|76.114536432|78.68752026|76.827667296|72.828421738|2|1|2
5697|ESCUELA PARTICULAR LAS AMERICAS|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|76.242687467|74.135768142|78.349606791|75.857392582|81.971635309|70.150717272|75.449825165|68.610307211|70.561166694|70.910021578|64.35973336|82.106370164|78.552967087|83.534283133|84.231860272|1|1|2
5698|ESCUELA PARTICULAR ARAUCANIA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|73.628040013|70.628826903|76.627253123|76.006029292|79.434170643|72.281142389|76.302774843|74.273385462|75.365390353|70.309436927|77.145329107|80.031725826|76.364102965|81.611721397|82.119353115|2|1|2
5703|LICEO TECNICO PROF. CENTENARIO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|72.882884465|67.87435126|77.89141767|73.174703788|78.298039604|69.020482067|72.205589694|65.406373782|63.225744269|72.151431484|60.841945594|74.635067621|72.916251155|77.532474434|73.456477273|1|1|2
5706|ESCUELA PARTICULAR SAN JUAN|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|80.094028998|77.358170578|82.829887417|85.637892987|93.661589142|77.464358242|85.787731578|81.665754911|91.718272499|77.846834662|75.432157572|88.101842272|87.457688012|88.79114017|88.056698634|2|1|2
5709|ESCUELA PARTICULAR LOS TRIGALES|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|72.382693247|69.966639586|74.798746907|73.715555588|79.748568901|67.177661822|74.220436041|66.560183484|72.94762805|65.601959553|61.130962849|74.46707741|78.827917762|76.591481778|67.981832692|2|1|2
5713|COLEGIO PARTICULAR I. CULTURA BRITANICA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|75.424964211|71.976271941|78.873656481|77.736875588|82.173320592|73.539320637|77.497985535|72.66765312|81.648363991|75.828210485|60.526384884|79.447456315|76.310146483|80.814373529|81.217848932|3|1|2
5714|ESCUELA PART.SANTA MARIA DE LA RIBERA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|76.866897424|73.568774609|80.165020239|81.271272017|85.586915364|75.462230053|82.764670635|69.074736381|68.126609033|76.086667734|63.010932377|81.268461569|82.190681927|85.244999248|76.369703532|2|1|2
5716|PADRE BARTOLOME DE LAS CASAS|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.261838072|69.720692995|74.802983149|76.536239104|84.047828866|68.922914789|76.637973657|70.964861036|80.945697644|70.166184083|61.782701382|74.479669229|72.15049628|74.70794361|76.580567797|2|1|2
5717|ESCUELA PARTICULAR CLAUDIO MATTE|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|70.966838021|69.222944092|72.71073195|80.908084966|88.467579899|72.223215825|82.033459174|70.144354634|77.973656244|68.3950972|64.064310458|77.210903646|76.072261755|79.105798565|76.454650618|2|1|2
5719|ESCUELA PARTICULAR ARAUCANIA|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|73.295301577|71.615273597|74.975329556|74.515663366|78.687250834|68.214839955|76.644899308|63.670775378|65.565135612|67.881664249|57.565526274|78.132936165|73.62826075|78.908738408|81.861809336|2|1|2
5720|COLEGIO ÑIELOL CHE KIMUN|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.139742926|68.649079563|75.63040629|72.172368547|78.508556464|69.568981678|68.4395675|71.662845603|73.611349574|70.326712482|71.050474753|77.37607094|79.869673501|76.930593344|75.327945975|1|2|2
5725|ESCUELA PARTICULAR SAN BERNARDO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|77.625182286|75.538791663|79.711572909|82.230673486|88.860293065|74.075750428|83.755976965|72.223624055|76.574169933|71.695584224|68.401118009|79.872809074|81.394551322|77.304943657|80.918932245|3|1|2
5726|COLEGIO MANUEL MONTT|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|79.10675197|75.505876551|82.707627389|77.253362638|83.2594656|71.164748523|77.335873789|80.745854497|88.415535113|83.415924138|70.40610424|81.064462127|77.941770827|82.932500652|82.319114902|2|1|2
5730|ESCUELA PARTICULAR ROBLE HUACHO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|80.244739204|78.573631137|81.915847272|82.591766133|86.830836606|78.942324384|82.002137408|75.405492385|77.035891294|81.170090228|68.010495634|85.238942329|87.504125795|79.562414243|88.650286951|2|2|2
5731|ESCUELA PARTICULAR MILLAHUECO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b||||||||||||||||2|2|2
5732|ESCUELA PARTICULAR MAQUEHUE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|83.672802689|82.128135224|85.217470155|78.384303297|86.25141263|72.283662305|76.617834956|70.167019151|75.488556019|71.708391217|63.304110217|79.055917491|84.946856797|73.690881943|78.530013734|1|2|2
5734|ESCUELA PARTICULAR BOTRONHUE|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|83.987019744|81.95738793|86.016651557|91.240474707|95.032673535|90.730979532|87.957771052|81.878840641|91.502573407|91.716396062|62.417552455|93.047857347|90.710008915|90.566625162|97.866937965|1|2|2
5737|ESCUELA PARTICULAR HERMANO PASCUAL|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|64.43893114|59.961696317|68.916165964|69.924288422|81.014991914|62.193801113|66.564072239|66.553336202|60.025691935|73.296554169|66.337762503|74.1411432|77.95153864|74.48464999|69.98724097|1|2|2
5739|ESCUELA PART. LOS COPIHUES|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|73.088329237|67.576772562|78.599885911|62.099112674|52.853034435|75.656450981|57.787852605|27.364925609|39.182828903|10.44171739|32.470230536|51.598085302|75.49094964|31.431546144|47.871760122|1|2|2
5740|ESCUELA PARTICULAR SAN MANUEL|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.068420235|63.793697675|80.343142794|72.850416888|78.615865188|71.900350386|68.03503509|73.543728298|87.60523611|73.209024515|59.81692427|76.226873588|68.65150447|84.407747274|75.621369022|1|2|2
5745|ESCUELA PARTICULAR MILLANTU|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|77.976019606|79.407611643|76.544427569|73.244738696|80.883627016|67.40906597|71.4415231|72.506814201|76.170992908|75.620637993|65.728811703|80.155793327|81.452403983|78.453192348|80.561783649|2|2|2
5746|ESCUELA PARTICULAR MONO PAINE|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|69.461382265|65.995791794|72.926972735|71.472247772|78.292812432|66.255681253|69.868249631|64.651183977|76.186445022|65.844695221|51.922411687|68.818451516|67.571826175|72.179168167|66.704360204|1|1|2
5747|ESCUELA BELLAVISTA DE COYAHUE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|76.288044487|73.338329522|79.237759453|75.883132463|83.5587308|65.742778363|78.347888225|73.251557623|83.101780696|62.057067643|74.595824529|79.80508007|85.027348824|76.241213841|78.146677546|2|2|2
5748|ESCUELA PARTICULAR LAS LOMAS|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.405443263|71.345684524|73.465202003|68.551923202|85.82716091|57.861049495|61.967559202|71.311279447|88.213316386|61.813622963|63.906898993|86.190535252|91.745665207|77.322118802|89.503821748|1|2|2
5750|ESCUELA PARTICULAR CRUZ DE MAYO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|61.275036792|57.13554882|65.414524764|77.745644533|84.732855294|69.574761424|78.929316879|72.05191426|76.932192693|75.01419918|64.209350905|76.995035049|77.999392114|83.221944363|69.763768671|1|2|2
5751|ESCUELA SAN ANTONIO DE NIENOCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|63.057316585|62.462382636|63.652250533|||||67.537294973|77.759646413|60.959087329|63.893151179|73.284421374|69.301275617|73.512954989|77.039033515|1|2|2
5752|ESCUELA PARTICULAR SAN PEDRO RAPA|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|52.743052946|59.358341365|46.127764527|79.28666998|84.806681703|69.750657055|83.302671182|76.930861177|83.85342732|77.808087824|69.131068387|77.854172833|82.763843769|73.709980704|77.088694026|3|2|2
5753|ESCUELA PARTICULAR SAN MIGUEL|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|79.631381713|73.590235305|85.672528121|87.041526994|93.222492773|80.716972341|87.185115867|86.499035241|91.867281846|84.259947932|83.369875945|91.754994238|86.370815636|90.996641603|97.897525475|1|2|2
5754|ESCUELA PARTICULAR NUEVA MEMBRILLAR|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|90.619771257|90.725288199|90.514254314|92.439249793|98.133757125|87.220925074|91.96306718|83.228319432|82.535993428|90.463472582|76.685492286|93.957295334|95.478044177|91.770671195|94.623170631|1|2|2
5756|ESCUELA PARTICULAR RENGALIL|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|78.331790564|71.166737078|85.49684405|||||57.580097386|63.975603705|58.468125513|50.296562941|67.412458332|62.523355701|72.245970187|67.468049108|1|2|2
5759|ESCUELA PARTICULAR BOYECO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|76.025862058|73.441273012|78.610451105|69.008511508|74.143514194|66.654932013|66.227088317|64.212037574|77.83159891|75.254158968|39.550354846|74.755111042|62.355374136|86.352464048|75.557494941|1|2|2
5760|ESCUELA PARTICULAR DIEGO PORTALES|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|68.7641833|67.486287202|70.042079397|79.926324123|88.219407063|72.986926805|78.572638502|70.264232191|62.42605528|83.737982054|64.628659238|88.758875006|90.296428046|85.449429523|90.530767449|1|2|2
5761|ESCUELA SAN MARTIN DE PORRES|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|67.50848162|62.036022428|72.980940811|82.36807523|87.040189283|77.227111525|82.836924881|60.175332649|61.914259278|61.197244928|57.41449374|80.173242334|89.742258515|72.331612458|78.445856029|1|2|2
5763|ESCUELA PARTICULAR MANZANAR DE LLEUPECO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|65.521198044|60.795616073|70.246780016|74.327927639|81.286247391|66.049965781|75.647569743|66.936381502|64.575285721|68.966035822|67.267822963|79.402385523|74.592207082|77.910810306|85.70413918|1|2|2
5764|ESCUELA PARTICULAR ZANJA|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.023086981|71.710487162|72.3356868|75.786523824|84.545257253|67.299875981|75.514438237|67.512221523|57.411589905|81.649704284|63.475370381|81.499858243|84.55871208|82.680123648|77.260739003|1|2|2
5765|ESCUELA PARTICULAR KIMELTU DE PANCO|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|73.236834736|70.174882645|76.298786827|63.206261621|69.265223599|64.243577987|56.109983277|64.907888451|64.499829043|78.71746572|51.50637059|78.980258834|70.046469787|82.740325949|84.153980765|1|2|2
5766|ESCUELA BÁSICA PARTICULAR SUBVENCIONADA|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|60.48064872|61.25197702|59.709320421|79.105807262|86.757829939|72.042262391|78.517329457|57.099804191|54.169506209|70.765218282|46.364688081|67.82554475|80.115038508|67.470833079|55.890762663|2|2|2
5767|ESCUELA PARTICULAR TRES CERROS|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|74.334136208|70.862640442|77.805631974|71.214632108|77.316743993|66.03173355|70.295418779|72.598584989|85.646796765|67.514872194|64.634086007|77.981267511|68.642715224|86.176113871|79.124973439|1|2|2
5768|ESCUELA PARTICULAR SAN VICENTE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|76.61517616|72.845761461|80.38459086|76.354518332|80.828196373|70.099656304|78.135702319|73.726177444|76.629947307|71.468144561|73.080440464|87.002487561|85.802866873|88.67635709|86.52823872|1|2|2
5770|ESCUELA BASICA KOYAM|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|72.498583021|67.972154245|77.025011796|69.56226478|79.877233973|61.712644944|67.096915423|65.841530037|71.116077312|66.540034226|59.868478573|71.316774282|78.276181442|68.469643993|67.20449741|1|2|2
5773|ESCUELA PARTICULAR LUIS CRUZ MARTINEZ|9|91|9101|REGIÓN DE LA ARAUCANÍA|CAUTÍN|92|CAUTÍN NORTE|TEMUCO|4b|69.566177355|67.34701843|71.78533628|73.238441146|77.965666632|71.838609616|69.911047188|64.915675599|73.591148599|58.479192538|62.67668566|73.707586436|76.596116186|71.274523956|73.252119167|1|2|2
5774|ESCUELA PARTICULAR SAN FRANCISCO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|75.296909607|73.20077695|77.393042263|72.089681176|78.970005049|67.598232975|69.700805503|68.529889332|75.063961984|68.531598138|61.994107875|79.205657848|75.518486753|80.439313077|81.659173713|1|2|2
5776|ESCUELA PARTICULAR VIRGEN DE GUADALUPE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|88.380144328|88.128751775|88.631536881|93.29751857|93.012755486|88.929493902|97.950306323|92.110517185|98.28680048|96.231324093|81.813426981|96.228019372|91.495179772|97.188878343|100|2|2|2
5778|ESCUELA PARTICULAR EL VALLE|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|67.639415984|62.99270553|72.286126439|73.291792415|85.912999498|64.601165916|69.361211831|70.661992459|70.158379014|74.11179107|67.715807292|78.765677844|82.238637614|76.3625306|77.695865318|1|2|2
5779|ESCUELA PARTICULAR EL ESFUERZO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|82.527430644|68.578668435|96.476192852|75.875076512|96.678090838|47.777388349|83.16975035|78.686111618|62.310417338|77.946089594|95.801827923|87.253044429|83.508720046|97.188878343|81.061534897|1|2|2
5781|ESCUELA PARTICULAR ARAUCO|9|91|9112|REGIÓN DE LA ARAUCANÍA|CAUTÍN|93|CAUTÍN SUR|PADRE LAS CASAS|4b|71.820859044|71.21454632|72.427171768|74.668105195|81.179223596|67.1360945|75.68899749|67.995704865|71.389530666|64.953952661|67.643631268|79.667312871|79.931393356|82.21355581|76.856989447|1|2|2
